NCBI Id,start,end,Organism Name
NC_004556,1362504,1398130,Xylella fastidiosa Temecula1
NC_004556,1550281,1556188,Xylella fastidiosa Temecula1
NC_003997,447387,484339,Bacillus anthracis str. Ames
NC_003997,3745958,3791042,Bacillus anthracis str. Ames
NC_003997,3456916,3505685,Bacillus anthracis str. Ames
NC_003997,3488693,3522745,Bacillus anthracis str. Ames
NC_003997,4842149,4858240,Bacillus anthracis str. Ames
NC_004578,4515380,4530373,Pseudomonas syringae pv. tomato str. DC3000
NC_004578,4528890,4566113,Pseudomonas syringae pv. tomato str. DC3000
NC_004578,625118,647483,Pseudomonas syringae pv. tomato str. DC3000
NC_004578,2252628,2264999,Pseudomonas syringae pv. tomato str. DC3000
NC_004578,3824683,3865352,Pseudomonas syringae pv. tomato str. DC3000
NC_004578,4543843,4563495,Pseudomonas syringae pv. tomato str. DC3000
NC_004567,590128,633804,Lactobacillus plantarum WCFS1
NC_004567,2161732,2203820,Lactobacillus plantarum WCFS1
NC_004567,2188411,2232769,Lactobacillus plantarum WCFS1
NC_004567,2998563,3007280,Lactobacillus plantarum WCFS1
NC_004567,2204171,2218342,Lactobacillus plantarum WCFS1
NC_002488,489619,530138,Xylella fastidiosa 9a5c
NC_002488,2008224,2022372,Xylella fastidiosa 9a5c
NC_002488,649115,690375,Xylella fastidiosa 9a5c
NC_002488,2361812,2404268,Xylella fastidiosa 9a5c
NC_002488,2177071,2183135,Xylella fastidiosa 9a5c
NC_002488,1514347,1541075,Xylella fastidiosa 9a5c
NC_002488,1585980,1631056,Xylella fastidiosa 9a5c
NC_002678,6975631,7011591,Mesorhizobium loti MAFF303099
NC_002678,313639,359457,Mesorhizobium loti MAFF303099
NC_002678,6587513,6595756,Mesorhizobium loti MAFF303099
NC_002678,4868224,4896691,Mesorhizobium loti MAFF303099
NC_003210,2361897,2400243,Listeria monocytogenes EGD-e
NC_003210,120654,131380,Listeria monocytogenes EGD-e
NC_002695,2158314,2203914,Escherichia coli O157:H7 str. Sakai
NC_002695,300072,310238,Escherichia coli O157:H7 str. Sakai
NC_002695,1161297,1210641,Escherichia coli O157:H7 str. Sakai
NC_002695,1180157,1209126,Escherichia coli O157:H7 str. Sakai
NC_002695,5041093,5079469,Escherichia coli O157:H7 str. Sakai
NC_002695,1245217,1308182,Escherichia coli O157:H7 str. Sakai
NC_002695,1921472,1970014,Escherichia coli O157:H7 str. Sakai
NC_002695,2896151,2943747,Escherichia coli O157:H7 str. Sakai
NC_002695,3480256,3505039,Escherichia coli O157:H7 str. Sakai
NC_002695,310806,324405,Escherichia coli O157:H7 str. Sakai
NC_002695,892240,929292,Escherichia coli O157:H7 str. Sakai
NC_002695,1594751,1609184,Escherichia coli O157:H7 str. Sakai
NC_002695,1541626,1589842,Escherichia coli O157:H7 str. Sakai
NC_002695,1586046,1621990,Escherichia coli O157:H7 str. Sakai
NC_002695,3193144,3200085,Escherichia coli O157:H7 str. Sakai
NC_002695,2593128,2612026,Escherichia coli O157:H7 str. Sakai
NC_002695,2667460,2713016,Escherichia coli O157:H7 str. Sakai
NC_002695,1618212,1665394,Escherichia coli O157:H7 str. Sakai
NC_002695,1609998,1656531,Escherichia coli O157:H7 str. Sakai
NC_002695,1756865,1804219,Escherichia coli O157:H7 str. Sakai
NC_002695,2211826,2254161,Escherichia coli O157:H7 str. Sakai
NC_004307,1298692,1312867,Bifidobacterium longum NCC2705
NC_004310,578085,584879,Brucella suis 1330
NC_003212,78505,114250,Listeria innocua Clip11262
NC_003212,155931,166661,Listeria innocua Clip11262
NC_003212,2407382,2445891,Listeria innocua Clip11262
NC_003212,1246563,1294235,Listeria innocua Clip11262
NC_003212,2591482,2625807,Listeria innocua Clip11262
NC_003212,1713958,1762089,Listeria innocua Clip11262
NC_003197,2728976,2776816,Salmonella typhimurium LT2
NC_003197,962612,1006517,Salmonella typhimurium LT2
NC_003197,2042050,2059909,Salmonella typhimurium LT2
NC_003197,2844427,2879233,Salmonella typhimurium LT2
NC_003197,2330961,2345217,Salmonella typhimurium LT2
NC_003197,4417918,4438335,Salmonella typhimurium LT2
NC_003197,1098228,1143714,Salmonella typhimurium LT2
NC_004557,1138054,1181003,Clostridium tetani E88
NC_004557,1663821,1696302,Clostridium tetani E88
NC_004557,2242455,2281387,Clostridium tetani E88
NC_000907,1559962,1594275,Haemophilus influenzae Rd KW20
NC_000907,1499076,1513073,Haemophilus influenzae Rd KW20
NC_002570,10970,22161,Bacillus halodurans C-125
NC_002570,1381009,1384348,Bacillus halodurans C-125
NC_002570,1028696,1039160,Bacillus halodurans C-125
NC_002570,3617919,3652122,Bacillus halodurans C-125
NC_004070,1313282,1351250,Streptococcus pyogenes MGAS315
NC_004070,749213,788176,Streptococcus pyogenes MGAS315
NC_004070,1137743,1171867,Streptococcus pyogenes MGAS315
NC_004070,1410725,1450458,Streptococcus pyogenes MGAS315
NC_004070,977738,1018193,Streptococcus pyogenes MGAS315
NC_004070,1230304,1271815,Streptococcus pyogenes MGAS315
NC_004722,1805567,1866036,Bacillus cereus ATCC 14579
NC_004722,2531805,2565093,Bacillus cereus ATCC 14579
NC_004722,2355784,2369311,Bacillus cereus ATCC 14579
NC_004722,3660466,3668825,Bacillus cereus ATCC 14579
NC_002978,567453,582561,Wolbachia endosymbiont of Drosophila melanogaster
NC_002978,572259,584372,Wolbachia endosymbiont of Drosophila melanogaster
NC_002978,245829,275225,Wolbachia endosymbiont of Drosophila melanogaster
NC_002978,551654,558625,Wolbachia endosymbiont of Drosophila melanogaster
NC_002978,623343,634537,Wolbachia endosymbiont of Drosophila melanogaster
NC_002655,1879335,1897622,Escherichia coli O157:H7 EDL933
NC_002655,3551577,3565707,Escherichia coli O157:H7 EDL933
NC_002655,2966382,3015014,Escherichia coli O157:H7 EDL933
NC_002655,2668339,2688870,Escherichia coli O157:H7 EDL933
NC_002655,2285976,2330172,Escherichia coli O157:H7 EDL933
NC_002655,300073,310251,Escherichia coli O157:H7 EDL933
NC_002655,1897625,1908911,Escherichia coli O157:H7 EDL933
NC_002655,1702185,1725748,Escherichia coli O157:H7 EDL933
NC_002655,310756,323112,Escherichia coli O157:H7 EDL933
NC_002655,1250521,1295458,Escherichia coli O157:H7 EDL933
NC_002655,1330857,1391923,Escherichia coli O157:H7 EDL933
NC_002655,1678706,1693737,Escherichia coli O157:H7 EDL933
NC_002655,1849488,1879269,Escherichia coli O157:H7 EDL933
NC_002655,1909139,1930250,Escherichia coli O157:H7 EDL933
NC_002655,892845,930943,Escherichia coli O157:H7 EDL933
NC_002655,1730065,1756006,Escherichia coli O157:H7 EDL933
NC_002655,1626722,1673485,Escherichia coli O157:H7 EDL933
NC_002655,1655548,1696145,Escherichia coli O157:H7 EDL933
NC_002655,2743223,2788348,Escherichia coli O157:H7 EDL933
NC_002655,2118738,2165694,Escherichia coli O157:H7 EDL933
NC_002655,3263064,3270404,Escherichia coli O157:H7 EDL933
NC_002655,1521574,1530771,Escherichia coli O157:H7 EDL933
NC_004606,1107957,1147543,Streptococcus pyogenes SSI-1
NC_004606,725017,759141,Streptococcus pyogenes SSI-1
NC_004606,446427,486160,Streptococcus pyogenes SSI-1
NC_004606,625070,666334,Streptococcus pyogenes SSI-1
NC_004606,545636,583603,Streptococcus pyogenes SSI-1
NC_004606,878690,919064,Streptococcus pyogenes SSI-1
NC_002758,917507,962565,Staphylococcus aureus subsp. aureus Mu50
NC_002758,2083515,2126110,Staphylococcus aureus subsp. aureus Mu50
NC_002758,2124924,2152937,Staphylococcus aureus subsp. aureus Mu50
NC_002758,1936945,1959408,Staphylococcus aureus subsp. aureus Mu50
NC_003919,3105263,3115868,Xanthomonas axonopodis pv. citri str. 306
NC_003919,1211424,1228677,Xanthomonas axonopodis pv. citri str. 306
