NCBI Id,start,end,Organism Name
NC_004337,1387236,1425018,Shigella flexneri 2a str. 301
NC_004337,0,0,Shigella flexneri 2a str. 301
NC_004337,696659,752084,Shigella flexneri 2a str. 301
NC_004337,0,0,Shigella flexneri 2a str. 301
NC_004337,0,0,Shigella flexneri 2a str. 301
NC_004337,0,0,Shigella flexneri 2a str. 301
NC_002967,1175279,1214754,Treponema denticola ATCC 35405
NC_002737,526682,570494,Streptococcus pyogenes M1 GAS
NC_002737,1773437,1786762,Streptococcus pyogenes M1 GAS
NC_002737,775802,820960,Streptococcus pyogenes M1 GAS
NC_002737,1182568,1225250,Streptococcus pyogenes M1 GAS
NC_003030,2022678,2069772,Clostridium acetobutylicum ATCC 824
NC_003030,1274369,1314892,Clostridium acetobutylicum ATCC 824
NC_003116,1768546,1804166,Neisseria meningitidis Z2491
NC_003116,0,0,Neisseria meningitidis Z2491
NC_003116,1214074,1236260,Neisseria meningitidis Z2491
NC_004431,0,0,Escherichia coli CFT073
NC_004431,908948,945468,Escherichia coli CFT073
NC_004431,3009020,3066948,Escherichia coli CFT073
NC_004431,0,0,Escherichia coli CFT073
NC_004431,1394721,1452255,Escherichia coli CFT073
NC_004431,1324634,1387552,Escherichia coli CFT073
NC_004431,1324634,1387552,Escherichia coli CFT073
NC_004116,1816883,1876441,Streptococcus agalactiae 2603V/R
NC_004116,550498,617294,Streptococcus agalactiae 2603V/R
NC_002745,2005149,2052732,Staphylococcus aureus subsp. aureus N315
NC_002745,0,0,Staphylococcus aureus subsp. aureus N315
NC_002662,1033815,1077531,Lactococcus lactis subsp. lactis Il1403
NC_002662,498670,520485,Lactococcus lactis subsp. lactis Il1403
NC_002662,28459,56369,Lactococcus lactis subsp. lactis Il1403
NC_002662,1414112,1457044,Lactococcus lactis subsp. lactis Il1403
NC_002662,1997699,2028023,Lactococcus lactis subsp. lactis Il1403
NC_002662,447143,484064,Lactococcus lactis subsp. lactis Il1403
NC_002516,670089,705133,Pseudomonas aeruginosa PAO1
NC_002516,670089,705133,Pseudomonas aeruginosa PAO1
NC_005085,2285933,2339162,Chromobacterium violaceum ATCC 12472
NC_005085,353384,378213,Chromobacterium violaceum ATCC 12472
NC_005085,427983,450397,Chromobacterium violaceum ATCC 12472
NC_000964,2151626,2288090,Bacillus subtilis subsp. subtilis str. 168
NC_000964,0,0,Bacillus subtilis subsp. subtilis str. 168
NC_000964,2661102,2701754,Bacillus subtilis subsp. subtilis str. 168
NC_000964,1314453,1348182,Bacillus subtilis subsp. subtilis str. 168
NC_005362,327847,374448,Lactobacillus johnsonii NCC 533
NC_005362,1274090,1331686,Lactobacillus johnsonii NCC 533
NC_003485,277254,332714,Streptococcus pyogenes MGAS8232
NC_003485,1443373,1493373,Streptococcus pyogenes MGAS8232
NC_003485,1038487,1095615,Streptococcus pyogenes MGAS8232
NC_003485,575144,619102,Streptococcus pyogenes MGAS8232
NC_003485,1200226,1244118,Streptococcus pyogenes MGAS8232
NC_003366,1310119,1327800,Clostridium perfringens str. 13
NC_003923,2036088,2091958,Staphylococcus aureus subsp. aureus MW2
NC_003923,1522193,1584849,Staphylococcus aureus subsp. aureus MW2
NC_005126,0,0,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,0,0,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,0,0,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,0,0,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,0,0,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,2797233,2804653,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,0,0,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,0,0,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,3997033,4108102,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,0,0,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,0,0,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,2973221,2980853,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,3397151,3480006,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,,,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,10251,32806,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,0,0,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,0,0,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,0,0,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,0,0,Photorhabdus luminescens subsp. laumondii TTO1
NC_005126,0,0,Photorhabdus luminescens subsp. laumondii TTO1
NC_004631,4446171,4491331,Salmonella enterica subsp. enterica serovar Typhi Ty2
NC_004631,4654477,4679761,Salmonella enterica subsp. enterica serovar Typhi Ty2
NC_004631,1928058,1973727,Salmonella enterica subsp. enterica serovar Typhi Ty2
NC_004631,2734604,2760158,Salmonella enterica subsp. enterica serovar Typhi Ty2
NC_004631,1394712,1441766,Salmonella enterica subsp. enterica serovar Typhi Ty2
NC_004631,3512586,3536675,Salmonella enterica subsp. enterica serovar Typhi Ty2
NC_003143,0,0,Yersinia pestis CO92
NC_003143,1392489,1410182,Yersinia pestis CO92
NC_003143,0,0,Yersinia pestis CO92
NC_003143,0,0,Yersinia pestis CO92
NC_003143,2362960,2404684,Yersinia pestis CO92
NC_003143,2111358,2140547,Yersinia pestis CO92
NC_004668,1398051,1447105,Enterococcus faecalis V583
NC_004668,0,0,Enterococcus faecalis V583
NC_004668,2023234,2049919,Enterococcus faecalis V583
NC_004668,0,0,Enterococcus faecalis V583
NC_004668,1245337,1259965,Enterococcus faecalis V583
NC_004668,2697272,2741423,Enterococcus faecalis V583
NC_004668,1925423,1962485,Enterococcus faecalis V583
NC_004668,288966,332964,Enterococcus faecalis V583
NC_004668,0,0,Enterococcus faecalis V583
NC_003295,2084443,2125140,Ralstonia solanacearum GMI1000
NC_003295,0,0,Ralstonia solanacearum GMI1000
NC_003295,1797957,1821238,Ralstonia solanacearum GMI1000
NC_003295,0,0,Ralstonia solanacearum GMI1000
NC_003295,0,0,Ralstonia solanacearum GMI1000
NC_003295,0,0,Ralstonia solanacearum GMI1000
NC_003295,0,0,Ralstonia solanacearum GMI1000
NC_003295,887600,899438,Ralstonia solanacearum GMI1000
NC_003155,6678303,6695725,Streptomyces avermitilis MA-4680
NC_004347,2788307,2822836,Shewanella oneidensis MR-1
NC_004347,655830,720989,Shewanella oneidensis MR-1
NC_004347,3076443,3126349,Shewanella oneidensis MR-1
NC_004741,234959,256034,Shigella flexneri 2a str. 2457T
NC_004741,1177790,1194524,Shigella flexneri 2a str. 2457T
NC_004741,1612770,1627925,Shigella flexneri 2a str. 2457T
NC_004741,2009447,2054672,Shigella flexneri 2a str. 2457T
NC_004741,309135,339909,Shigella flexneri 2a str. 2457T
NC_004741,1898583,1932798,Shigella flexneri 2a str. 2457T
NC_004741,692891,748241,Shigella flexneri 2a str. 2457T
NC_004741,1881581,1903815,Shigella flexneri 2a str. 2457T
NC_004741,0,0,Shigella flexneri 2a str. 2457T
NC_004741,890253,918345,Shigella flexneri 2a str. 2457T
NC_004741,0,0,Shigella flexneri 2a str. 2457T
NC_004741,2674260,2688968,Shigella flexneri 2a str. 2457T
NC_004741,1084465,1105919,Shigella flexneri 2a str. 2457T
NC_004741,692891,748241,Shigella flexneri 2a str. 2457T
NC_004741,0,0,Shigella flexneri 2a str. 2457T
NC_004741,0,0,Shigella flexneri 2a str. 2457T
NC_004741,0,0,Shigella flexneri 2a str. 2457T
NC_004741,0,0,Shigella flexneri 2a str. 2457T
NC_004088,2682145,2708206,Yersinia pestis KIM
NC_004088,0,0,Yersinia pestis KIM
NC_004088,0,0,Yersinia pestis KIM
NC_004088,2415700,2456467,Yersinia pestis KIM
NC_004088,3237524,3255252,Yersinia pestis KIM
NC_004556,0,0,Xylella fastidiosa Temecula1
NC_004556,0,0,Xylella fastidiosa Temecula1
NC_004556,1161143,1180387,Xylella fastidiosa Temecula1
NC_004556,0,0,Xylella fastidiosa Temecula1
NC_004556,1117952,1143372,Xylella fastidiosa Temecula1
NC_004556,450825,469025,Xylella fastidiosa Temecula1
NC_004556,1288547,1331541,Xylella fastidiosa Temecula1
NC_004556,0,0,Xylella fastidiosa Temecula1
NC_004556,0,0,Xylella fastidiosa Temecula1
NC_003997,442049,487496,Bacillus anthracis str. Ames
NC_003997,3743581,3795489,Bacillus anthracis str. Ames
NC_003997,3453806,3485787,Bacillus anthracis str. Ames
NC_003997,0,0,Bacillus anthracis str. Ames
NC_003997,4845035,4859679,Bacillus anthracis str. Ames
NC_004578,4505488,4530373,Pseudomonas syringae pv. tomato str. DC3000
NC_004578,0,0,Pseudomonas syringae pv. tomato str. DC3000
NC_004578,623546,651202,Pseudomonas syringae pv. tomato str. DC3000
NC_004578,2253004,2271122,Pseudomonas syringae pv. tomato str. DC3000
NC_004578,3824685,3865355,Pseudomonas syringae pv. tomato str. DC3000
NC_004578,4528890,4566113,Pseudomonas syringae pv. tomato str. DC3000
NC_004567,589962,631770,Lactobacillus plantarum WCFS1
NC_004567,2163796,2218520,Lactobacillus plantarum WCFS1
NC_004567,0,0,Lactobacillus plantarum WCFS1
NC_004567,0,0,Lactobacillus plantarum WCFS1
NC_004567,2163796,2218520,Lactobacillus plantarum WCFS1
NC_002488,486956,528481,Xylella fastidiosa 9a5c
NC_002488,2006087,2024354,Xylella fastidiosa 9a5c
NC_002488,647699,697033,Xylella fastidiosa 9a5c
NC_002488,2349016,2412964,Xylella fastidiosa 9a5c
NC_002488,0,0,Xylella fastidiosa 9a5c
NC_002488,1500394,1549339,Xylella fastidiosa 9a5c
NC_002488,1574065,1646561,Xylella fastidiosa 9a5c
NC_002678,6975485,7020723,Mesorhizobium loti MAFF303099
NC_002678,321147,347654,Mesorhizobium loti MAFF303099
NC_002678,6592538,6615456,Mesorhizobium loti MAFF303099
NC_002678,0,0,Mesorhizobium loti MAFF303099
NC_003210,2360714,2403235,Listeria monocytogenes EGD-e
NC_003210,116972,131380,Listeria monocytogenes EGD-e
NC_002695,2153413,2254351,Escherichia coli O157:H7 str. Sakai
NC_002695,285544,328827,Escherichia coli O157:H7 str. Sakai
NC_002695,1159810,1210746,Escherichia coli O157:H7 str. Sakai
NC_002695,0,0,Escherichia coli O157:H7 str. Sakai
NC_002695,5042064,5079469,Escherichia coli O157:H7 str. Sakai
NC_002695,1245903,1316397,Escherichia coli O157:H7 str. Sakai
NC_002695,1921441,1972367,Escherichia coli O157:H7 str. Sakai
NC_002695,2888774,2946279,Escherichia coli O157:H7 str. Sakai
NC_002695,3452715,3498417,Escherichia coli O157:H7 str. Sakai
NC_002695,285544,328827,Escherichia coli O157:H7 str. Sakai
NC_002695,891108,929694,Escherichia coli O157:H7 str. Sakai
NC_002695,1586046,1623575,Escherichia coli O157:H7 str. Sakai
NC_002695,1538645,1591830,Escherichia coli O157:H7 str. Sakai
NC_002695,0,0,Escherichia coli O157:H7 str. Sakai
NC_002695,3190520,3204375,Escherichia coli O157:H7 str. Sakai
NC_002695,2592106,2616977,Escherichia coli O157:H7 str. Sakai
NC_002695,2668007,2712036,Escherichia coli O157:H7 str. Sakai
NC_002695,1586046,1623575,Escherichia coli O157:H7 str. Sakai
NC_002695,0,0,Escherichia coli O157:H7 str. Sakai
NC_002695,1757549,1814804,Escherichia coli O157:H7 str. Sakai
NC_002695,2153413,2254351,Escherichia coli O157:H7 str. Sakai
NC_004307,1288882,1312867,Bifidobacterium longum NCC2705
NC_004310,578473,593729,Brucella suis 1330
NC_003212,74218,115501,Listeria innocua Clip11262
NC_003212,149752,166661,Listeria innocua Clip11262
NC_003212,2406426,2446744,Listeria innocua Clip11262
NC_003212,1240803,1297008,Listeria innocua Clip11262
NC_003212,2580952,2629860,Listeria innocua Clip11262
NC_003212,1710189,1767456,Listeria innocua Clip11262
NC_003197,2715700,2780003,Salmonella typhimurium LT2
NC_003197,961043,1002017,Salmonella typhimurium LT2
NC_003197,0,0,Salmonella typhimurium LT2
NC_003197,2834592,2882784,Salmonella typhimurium LT2
NC_003197,2330961,2345217,Salmonella typhimurium LT2
NC_003197,4417918,4438335,Salmonella typhimurium LT2
NC_003197,1096831,1144020,Salmonella typhimurium LT2
NC_004557,1137606,1188667,Clostridium tetani E88
NC_004557,1657696,1693071,Clostridium tetani E88
NC_004557,2237704,2282092,Clostridium tetani E88
NC_000907,1558774,1597183,Haemophilus influenzae Rd KW20
NC_000907,1495049,1513073,Haemophilus influenzae Rd KW20
NC_002570,10970,22161,Bacillus halodurans C-125
NC_002570,0,0,Bacillus halodurans C-125
NC_002570,1025611,1043075,Bacillus halodurans C-125
NC_002570,3606875,3658248,Bacillus halodurans C-125
NC_004070,1313194,1351386,Streptococcus pyogenes MGAS315
NC_004070,742914,793050,Streptococcus pyogenes MGAS315
NC_004070,1130998,1174569,Streptococcus pyogenes MGAS315
NC_004070,1398706,1455520,Streptococcus pyogenes MGAS315
NC_004070,974608,1026068,Streptococcus pyogenes MGAS315
NC_004070,1227589,1283428,Streptococcus pyogenes MGAS315
NC_004722,1803335,1866036,Bacillus cereus ATCC 14579
NC_004722,2520823,2579367,Bacillus cereus ATCC 14579
NC_004722,0,0,Bacillus cereus ATCC 14579
NC_004722,3657054,3681623,Bacillus cereus ATCC 14579
NC_002978,548107,573485,Wolbachia endosymbiont of Drosophila melanogaster
NC_002978,,,Wolbachia endosymbiont of Drosophila melanogaster
NC_002978,235113,279194,Wolbachia endosymbiont of Drosophila melanogaster
NC_002978,548107,573485,Wolbachia endosymbiont of Drosophila melanogaster
NC_002978,626320,642425,Wolbachia endosymbiont of Drosophila melanogaster
NC_002655,1849488,1947048,Escherichia coli O157:H7 EDL933
NC_002655,3522564,3565707,Escherichia coli O157:H7 EDL933
NC_002655,2959005,3017546,Escherichia coli O157:H7 EDL933
NC_002655,2667317,2692188,Escherichia coli O157:H7 EDL933
NC_002655,2275684,2342415,Escherichia coli O157:H7 EDL933
NC_002655,285545,328828,Escherichia coli O157:H7 EDL933
NC_002655,1849488,1947048,Escherichia coli O157:H7 EDL933
NC_002655,1699525,1757930,Escherichia coli O157:H7 EDL933
NC_002655,285545,328828,Escherichia coli O157:H7 EDL933
NC_002655,1249033,1295563,Escherichia coli O157:H7 EDL933
NC_002655,1330720,1400169,Escherichia coli O157:H7 EDL933
NC_002655,1655548,1696145,Escherichia coli O157:H7 EDL933
NC_002655,1849488,1947048,Escherichia coli O157:H7 EDL933
NC_002655,1849488,1947048,Escherichia coli O157:H7 EDL933
NC_002655,892757,931345,Escherichia coli O157:H7 EDL933
NC_002655,1699525,1757930,Escherichia coli O157:H7 EDL933
NC_002655,1623741,1675806,Escherichia coli O157:H7 EDL933
NC_002655,0,0,Escherichia coli O157:H7 EDL933
NC_002655,2743224,2788401,Escherichia coli O157:H7 EDL933
NC_002655,2116354,2148177,Escherichia coli O157:H7 EDL933
NC_002655,3260476,3274334,Escherichia coli O157:H7 EDL933
NC_002655,0,0,Escherichia coli O157:H7 EDL933
NC_004606,1098746,1161348,Streptococcus pyogenes SSI-1
NC_004606,722315,759311,Streptococcus pyogenes SSI-1
NC_004606,443902,486331,Streptococcus pyogenes SSI-1
NC_004606,623853,669296,Streptococcus pyogenes SSI-1
NC_004606,545487,583678,Streptococcus pyogenes SSI-1
NC_004606,877707,924828,Streptococcus pyogenes SSI-1
NC_002758,911668,978880,Staphylococcus aureus subsp. aureus Mu50
NC_002758,2084317,2129322,Staphylococcus aureus subsp. aureus Mu50
NC_002758,0,0,Staphylococcus aureus subsp. aureus Mu50
NC_002758,0,0,Staphylococcus aureus subsp. aureus Mu50
NC_003919,3081509,3127792,Xanthomonas axonopodis pv. citri str. 306
NC_003919,1209301,1229038,Xanthomonas axonopodis pv. citri str. 306
